ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.127680363,197.0611735,21932.10227,7.050680277,334.6199381,427.3158512,14.55530706,66.05611334,3.961324949,0
7.144752106,197.1268049,21966.3398,7.070880379,335.8135325,424.3903707,14.44027268,67.35207377,3.972130962,0
7.290767349,193.8635477,22170.04481,7.137631858,335.0076783,422.3465283,14.49395402,66.3676953,3.977384322,0
7.195973199,200.8061505,23372.96514,7.349056366,329.7597104,420.2040021,14.52420218,66.03964385,3.909149023,1
7.048812068,197.2983064,20976.96965,7.111481655,335.9709719,429.2076972,14.41791379,66.45086667,3.962014984,0
7.11177417,199.9159629,21439.92489,7.070249173,336.1769146,425.0693129,14.3274647,65.29839157,3.955428359,0
7.00161703,195.6482902,21135.55786,7.103406073,335.5807886,439.2047087,14.55014924,64.61827704,3.978017045,0
7.033801466,193.9383157,21761.49385,7.043479552,334.6236158,432.5646687,14.24083365,65.38873539,3.899821387,0
7.14487029,194.5214825,21504.64083,7.058640185,328.44715,426.9236998,14.20883352,65.30914863,3.977948804,1
6.032188903,200.4207555,32882.15594,6.516518928,352.0186379,349.9821732,14.10482106,43.37680777,3.423831621,0
7.213558757,196.9768714,21842.90664,7.268969187,331.959881,423.423601,14.36642796,67.51931453,4.026153312,1
7.068840147,192.8856882,21684.52738,7.134151793,331.5186828,428.9297751,14.5909469,67.87243334,4.032920849,1
7.109878699,197.9563487,22362.07392,7.273548497,332.7531693,430.9540115,14.12028855,66.74097161,4.010241474,1
10.15544017,300.2924758,12652.36298,6.655126363,398.6477857,487.459131,9.347633986,67.91978869,5.00246726,0
7.007669492,198.4092725,22313.21116,7.037826076,331.662758,421.4036647,14.26491542,66.27159635,3.974632438,0
7.187237196,196.4150525,22532.4341,7.045659386,334.6365822,433.6759167,14.28016168,66.81203393,4.011852913,0
7.012378655,194.8491521,22482.71939,7.213686568,329.7800626,422.8168755,14.07550655,65.00957517,3.981937519,1
6.6249436,185.4109329,16360.5663,9.472844969,320.8465069,458.9239774,12.48800692,40.95997374,3.546696372,0
7.031230352,197.6112057,21263.81416,7.062825364,332.1433476,425.2740285,14.47532794,65.96912382,3.927830359,0
7.146635701,195.8677849,22419.42885,7.28848984,330.8724631,428.2161306,14.1576823,65.90982718,4.005313752,1
7.176123343,198.2861592,22040.10198,7.10301043,331.7865711,432.498793,14.27561039,66.18200125,3.945019738,0
7.195836966,194.6739291,22024.40837,6.962374738,335.3102158,420.8115591,14.36539209,66.59207805,3.952279361,0
6.836224939,166.7429616,24293.17266,6.861235192,332.8815819,390.8049553,16.00699084,87.10192478,3.666613686,0
5.756475689,171.9718037,8086.825999,7.304628015,330.1337768,442.7587559,11.36475106,95.89849469,4.002081517,1
5.768868031,184.3950028,31155.98882,8.392833532,356.5526971,380.0968101,10.43033979,100.2316678,3.092626379,1
7.065521804,196.7631276,21967.10151,7.102420031,337.0955158,424.4971815,14.33753267,66.22511683,3.950632531,0
6.901857497,198.7157659,21479.97195,7.029564517,335.0467666,430.4921623,14.47528274,66.51687182,3.975559664,0
7.190963168,195.30716,22824.51438,7.244980368,326.9169352,425.9010431,14.42650694,67.47434562,4.031498277,1
7.075418859,194.8428763,21735.75924,7.169062959,330.0525551,429.0727543,14.45260967,67.30532648,3.970244397,1
6.838816707,196.1962133,11877.23665,9.624699427,365.3488403,363.8034765,14.92405807,41.12138241,4.776536255,0
7.155811289,193.7957554,22041.95272,7.061061788,335.1417672,421.6078894,14.13632224,65.56305678,4.052296525,0
7.04895296,197.7231333,21551.48802,7.114158566,334.9441179,429.5436607,14.35371466,66.3364679,3.92178499,0
7.093679687,194.8436798,22656.56145,7.056381534,330.1720029,425.6405293,14.35033699,66.83241038,3.972774116,1
5.258414737,210.9294949,29228.33468,3.833901837,341.6406947,363.5707949,18.06501505,36.15210329,3.730792788,1
7.108234504,196.4265421,21820.23735,7.208708342,334.4937259,431.0065201,14.72382693,66.56821898,3.944426854,0
7.031684051,201.0021059,24510.50756,5.818273623,401.268832,371.6163971,12.84681897,89.19243338,4.422182857,0
7.01208909,196.4613462,22193.59421,7.165459214,331.9588324,424.2942426,14.17537338,67.42477678,3.951754938,1
7.028460064,195.6328733,21787.22525,7.03577214,333.6950712,424.4389167,14.58549879,67.48462708,3.960430387,0
7.148959039,192.9793004,22015.54187,7.367848624,333.1199512,430.4584585,14.2595845,65.68624909,4.026401644,1
8.075494508,195.8049958,29483.60185,10.49384092,298.7372193,321.7483389,9.751086325,72.73442314,3.682919645,1
7.170927302,195.5262417,21648.20631,7.085133598,332.5760263,430.1306604,14.31290164,66.41172316,3.961146951,0
7.197202932,191.6044211,22386.5798,7.254994262,337.6311238,424.2127047,14.52199243,66.45074161,4.000634584,1
7.03713079,197.282484,21572.37352,7.038256844,333.4343831,430.3391623,14.39178481,66.08226509,4.012506467,0
6.991142367,196.4002699,21867.03423,7.115625208,330.4576083,431.4450385,14.19135967,66.59496359,3.877662321,0
7.044375319,229.6031728,12575.27963,7.837777991,390.4676837,558.1765918,15.75478461,36.26753003,4.276699074,1
7.017907894,194.3079343,22852.22132,7.07425773,335.7291964,430.1197886,14.08733394,66.52037169,4.015909803,1
7.138570115,194.7956297,21999.42999,7.045578229,334.3106354,427.537022,14.39966607,65.87658009,4.001221983,0
7.118949212,193.8980786,22133.75423,7.066664284,332.9492313,425.6154319,14.53243906,66.27846948,3.956982248,0
6.905835745,196.1082744,21652.75956,7.251885865,336.5512307,423.8572195,14.33164344,64.71399265,3.850102207,0
7.107265085,199.799737,22187.42383,7.070242847,334.474256,426.1892492,14.28467639,65.63862006,3.933525081,0
7.182273221,197.4426187,21352.17368,7.12732987,334.4664188,421.2326424,14.26584544,65.99080504,3.949786546,0
7.184697763,189.7583964,13317.46811,7.83232039,378.6754561,541.3060967,12.49217851,41.69618315,3.904063423,1
7.177865261,193.9413089,22301.99401,7.222407366,333.2445609,429.3298706,14.35251846,66.28728318,4.032424567,1
7.050493552,195.7375654,22124.85592,7.180088717,334.4043622,424.3972803,14.57597177,67.13662805,4.017800116,1
7.062590135,195.3354661,21666.94568,7.066760208,336.5666176,430.2976299,14.38658462,65.50165274,4.030620062,0
6.990091896,195.8527772,21118.01212,7.209900686,333.4280024,430.2597826,14.30487784,66.18950966,3.996686797,0
7.058224694,197.31087,22363.90359,7.251346178,334.5444172,425.6654456,14.14016627,67.6193315,3.965930891,1
7.016800377,194.3399186,21754.59579,7.160929949,332.6347744,422.9561911,14.23532559,65.54298383,3.928709974,0
6.58800729,244.9432199,23898.97448,6.780936115,273.7366439,330.9148199,9.250627524,47.3887398,4.216454466,0
7.135432934,197.0213619,22533.13384,7.30230195,330.4486123,427.6983264,14.39081157,66.35601689,3.969652111,1
9.502856746,175.5856731,4466.257488,6.416458708,370.8518929,406.3098542,13.75422052,57.43827456,4.237345252,0
8.35035104,239.8160046,17177.78878,6.108947366,272.8447147,294.8760563,10.60346705,62.85274863,3.507227581,0
7.172504095,197.9970131,22152.94528,7.241028264,334.2518354,423.9683059,14.01282532,65.84192992,3.993101342,1
7.068566143,195.9517427,21900.09712,7.211783298,331.6859549,423.2927527,14.34530207,66.46213814,3.921260791,1
6.907235009,194.9647794,20972.16686,7.120219273,332.5223039,421.4184924,14.15614007,65.3671,4.04321287,0
7.012072684,196.9862785,22501.68567,7.255858459,330.4455396,422.486296,14.3115231,65.86720132,3.989275142,1
7.012412815,198.4979582,22148.31459,7.128296348,332.8685198,427.1878074,14.43933602,66.33157217,3.920859324,0
7.002894252,195.110999,21658.65691,7.070863188,331.5233264,427.5807614,13.99593933,67.15557752,4.015085411,0
6.901095601,196.8552121,21619.90628,7.002481377,332.5900272,429.9160972,14.07229977,65.64416947,3.934684825,0
7.126420903,195.7991926,22121.34879,7.127042998,332.0660851,428.0560141,14.55907916,64.88704249,3.874132021,0
7.159542608,193.9454097,21211.15552,7.196934341,334.154821,424.4830353,14.47757584,67.52951377,3.964165859,0
7.203954138,198.8207075,22392.89733,7.170504555,332.8277045,429.5775749,14.16582128,66.68165356,3.943016717,1
7.212813454,195.0159203,23088.18598,7.101656999,334.8615345,425.8999584,14.4384719,66.47458414,3.979697598,1
7.072939163,195.6876502,21266.46998,7.147226852,335.6155182,424.0501345,14.53535798,66.18010692,3.930570789,0
7.200271062,197.0599399,21917.18831,7.021610077,330.0245557,423.1833496,14.59428465,65.85283974,3.902201705,0
7.12243386,194.5538404,21428.24142,7.020588604,330.3407604,426.0660729,14.35547581,66.46266761,3.972654681,0
6.992105588,195.0323545,21176.907,7.136126229,332.8952299,422.9585842,14.51262275,66.07945612,3.915499027,0
7.193188299,199.3916304,22160.81229,7.174787143,327.9727581,430.8101062,14.29267301,67.18999872,3.989823302,1
7.109637337,196.5723756,22278.10857,7.201304862,332.6209539,426.0671498,14.29244162,65.53940901,4.030379111,1
7.035212774,195.3519733,21786.17301,7.211160759,333.7657544,424.1029139,14.21963728,66.928088,3.925592578,0
7.007198491,191.6919511,21495.02224,7.067124075,333.3242441,425.7774322,14.31242243,66.78970661,3.997429797,0
7.062623675,192.2102789,22767.88903,7.354890661,332.1436403,419.6859807,14.13059652,67.14082379,4.029757912,1
7.06207737,196.8547342,22304.96337,7.136696311,332.5027208,430.8825744,14.37990934,65.31625452,3.925915299,0
9.271668544,256.2733925,26912.22842,5.766780236,274.6461166,467.7523179,12.37668596,89.90494986,3.744203632,0
7.037924318,196.0158855,21676.46055,7.212177441,333.7821192,434.2683999,14.51168553,66.79942417,3.896226771,0
7.00472234,197.7862888,21931.1571,7.077848165,333.8024498,420.3982436,14.40268867,67.80287303,4.021456611,1
6.945979926,194.8198353,21095.01941,7.12437297,336.7987378,429.1146946,14.33919862,66.46125474,3.941097977,0
7.187482512,195.5689798,23173.68591,7.312686137,333.0262525,421.3320543,14.54277488,65.62019702,3.995310892,1
7.196514143,197.0366947,20766.00592,7.121006714,338.198776,434.9636568,14.6029638,66.82771248,3.948244352,0
7.171392438,195.4671054,21328.32076,7.333149417,333.8847513,422.5039059,14.1227632,66.50570228,4.006374836,1
7.181625172,198.0878866,22199.34021,7.056377796,331.7420774,426.5916157,14.20189777,65.91515122,3.973779755,0
7.040361567,194.6135985,21126.35622,7.131421697,338.3730332,426.3677595,14.61865873,64.70403387,3.980717312,0
6.987858287,195.0758476,21341.42601,7.119633689,336.7422235,424.5323426,14.30214847,65.52920951,3.981289805,0
7.093927628,195.970026,21525.22443,7.10634717,334.6157638,426.5197708,14.29548668,66.46860529,3.932614081,0
7.227631026,194.4109283,22678.04711,7.140980973,329.5745038,430.5072696,14.43292074,65.99111856,3.899598352,1
7.180980989,197.1534913,22372.67056,7.134757186,333.7516615,414.5733348,14.16140654,66.5849806,3.967821323,1
9.54025224,224.0545823,31683.86459,11.99429022,315.359085,493.836379,19.09359914,81.39372182,3.329503899,1
7.140730284,196.5582936,21528.44268,7.167538508,332.2159619,421.825311,14.05494645,67.09125962,3.96720963,0
6.977684513,195.4750971,22679.89185,7.138669077,333.0031518,429.5699543,14.22289579,65.52263666,4.045390039,1
7.16926054,194.8358987,22094.63458,6.973696725,335.2935136,426.8521555,14.40284475,67.69615595,3.895291723,0
7.070687665,197.5303834,21653.60313,7.165556972,333.9811349,430.1613389,14.64214569,66.1567493,3.964063231,0
7.089496658,194.9135907,22354.37354,7.152298652,334.6082987,427.9554101,14.35297944,66.5940524,4.016626515,1
7.057632955,196.4778572,22666.88265,7.064261244,336.2692368,427.5360506,14.17094576,67.0985223,3.962614634,1
7.091700494,193.8642638,20969.50085,7.177107811,333.5586349,431.0964174,14.28351993,66.01487353,3.970996415,0
6.978915909,195.4557509,21266.02555,7.000922727,331.8833751,421.3510025,14.30842744,68.33915817,3.897895197,0
6.981508299,195.5896871,21566.0798,7.122549196,330.4446263,427.6704282,14.40821916,66.367673,3.912475248,0
6.992104481,194.914543,21612.5023,7.053072858,333.9012061,427.5395019,14.26543166,68.06384399,3.942100157,0
7.090044739,196.6043007,22379.16928,7.139481509,334.7843764,419.0498338,14.50556156,66.53460585,4.001317104,1
7.042791302,196.3027267,21706.83198,7.297740678,329.2827922,427.4010395,14.24701775,66.79450336,3.957640286,1
7.07460498,195.2924343,21907.39864,7.119379804,331.0655674,430.5240274,14.13578955,67.26391901,3.954768895,1
7.162323335,192.5851552,22226.27913,7.038629935,334.480062,432.752391,14.51535941,65.32324099,3.949905223,0
7.182822407,195.1027377,22414.69996,7.1959964,332.4915199,422.8154416,14.23535077,67.23118816,4.020058274,1
7.132405571,197.5402803,22261.78318,7.073858505,332.7998432,429.0718323,14.20163775,66.00680918,3.986538865,1
7.0647638,194.7339202,21189.38934,7.023551858,333.1280353,425.8310545,14.53898279,65.82855452,3.962194101,0
7.051508123,196.4623384,21610.65138,7.077893397,334.3144636,423.691317,14.13746611,67.39298214,3.904055838,0
8.610963032,125.1587698,32079.77482,9.844921431,264.0528385,342.2052524,12.94737634,53.95026943,4.614400405,1
7.101003263,197.5510715,22339.17479,7.253351176,331.9636779,426.0568952,14.13750665,67.07985471,4.042327418,1
6.97163707,197.2582354,21492.89627,7.12128784,330.0410974,423.1550114,14.55802319,67.0125917,4.055804716,1
7.076131322,195.5786794,22421.30747,7.304523956,330.9026567,424.1941332,14.37102923,66.69182166,3.989392102,1
7.819659154,225.1068358,16403.95238,7.093310282,313.1681338,413.2089485,15.37561622,32.68185115,2.402337211,0
7.122515326,197.9520944,22326.49186,7.14709394,331.6876022,426.5199789,14.10258683,67.76763483,3.925772458,1
9.894562129,128.5857327,26436.03333,8.778717494,349.7484457,480.6676165,9.105812815,65.32732965,4.61753288,0
7.069671389,199.760375,22204.63698,7.054610021,331.7364706,424.950468,14.47466418,64.1903219,3.93352945,0
7.021097811,193.1510132,22407.58952,7.17394191,332.8402857,423.5569611,14.28826813,67.16179122,3.948426288,1
4.30002934,218.319886,17639.85794,7.527317253,331.8346323,424.2094003,15.00573706,70.05083119,4.586448405,0
7.082759024,194.1843159,21941.17797,6.967655976,329.2267181,429.3549354,14.37737219,65.65533354,3.979021002,0
7.138769203,196.7243264,22739.31128,7.165007093,331.9995583,427.4792375,14.35358413,66.59734647,3.979379043,1
7.16892763,193.8364632,23182.75776,7.291358754,332.641057,429.9736119,14.21729341,67.74470235,3.931951083,1
7.075691081,197.2205257,21452.9423,7.038178671,331.1349438,428.888534,14.70173239,66.10743675,3.934092558,0
7.036752104,210.3691037,13812.41042,8.378282177,342.4983613,489.5450548,14.82390352,69.19335842,3.285371835,1
8.322986672,207.2524622,28049.64628,8.827061283,297.8130845,358.7258688,18.70927337,60.91142039,4.052135728,1
7.157109004,196.1133381,22138.48785,7.158228436,334.0490644,431.4428014,14.3066909,67.74908648,3.922026148,1
7.158709453,197.1341295,21778.45221,6.991408176,333.0871984,423.3541153,14.4161834,64.90606389,3.966187525,0
6.907379615,210.2792102,40290.22164,6.874702424,294.0151977,340.7049784,18.25347219,84.02211891,1.496100943,0
7.073710061,194.9834783,21847.07991,7.145971016,327.6275184,430.6263514,14.29513151,66.25103662,3.983485745,1
7.052537252,195.2692864,20868.5025,7.115125601,334.0100013,422.5109858,14.43145213,65.51563297,3.908474473,0
4.016590233,255.6165688,28612.26611,7.340595024,290.6906613,442.3851182,9.305732858,71.34213154,4.417134153,0
7.20957348,193.3913417,22737.62547,7.112154457,335.8025316,425.3045354,14.43035335,65.72453983,3.997001427,1
7.043732124,193.3229642,21321.96717,7.069603199,332.4660762,428.3003807,14.58504516,65.46406175,3.974423883,0
6.913699615,198.3694375,21439.72271,7.143155158,334.3171892,425.6893016,14.54662047,67.19877863,3.999287749,0
7.17176857,196.5174042,22502.68429,7.291743123,331.4031733,426.1404219,14.21221308,65.33860739,4.017377823,1
7.137044192,197.4699421,22151.6738,7.159253487,338.6368085,433.6209595,14.32919081,66.113677,4.009173284,1
7.05895126,196.6600399,21808.27323,6.992313551,332.5555082,425.1459635,14.75482427,65.82980688,3.944788168,0
6.95145551,198.5870423,21509.34668,7.188458139,332.7710816,427.0963091,14.50473284,65.71126084,3.929705838,0
6.931269655,198.3678214,21637.63379,7.032498981,333.5190991,426.9971786,14.61622454,66.19382786,3.976013664,0
7.035800799,197.4693801,21855.25985,7.113576686,334.5035682,434.0768656,14.42193028,65.09126792,3.955711807,0
7.128646798,193.0233505,23019.97349,7.143504371,331.6625701,422.628752,14.13684103,66.67401965,3.962861401,1
7.094649132,193.9181315,22298.28723,7.322815994,330.0854911,426.2626749,14.37749693,66.87762893,4.009097854,1
6.978705603,195.813451,21982.63143,7.116442736,333.1728771,429.9214936,14.51618067,64.32013398,3.864486792,0
7.136406805,196.2093725,21402.31578,7.091736834,331.303065,426.6777664,14.1467289,67.35916618,3.944287062,0
7.01192791,195.4201467,21706.09676,7.071067242,330.3777012,429.4943188,14.42875952,66.07365886,3.920827028,0
7.175941057,192.9856979,22478.11036,7.103943288,335.4434713,420.5233874,14.22822788,65.67437481,4.001031083,1
7.036572453,196.868508,21605.81456,7.107150047,334.1581931,429.4217756,14.57598378,65.86691744,3.940460229,0
7.018720222,199.4933218,22033.47886,7.114562277,336.0094658,429.627185,14.43309895,65.6529168,3.928354941,0
7.165758327,194.8789372,21340.58802,7.108516215,337.3961682,424.9416413,14.56499791,66.84797039,3.994580387,0
6.888842932,188.9206706,27368.01434,8.003186613,355.4785627,465.3469791,12.37708331,75.11249354,4.512332449,1
7.11021232,194.153537,21528.2548,7.207156964,330.2057891,431.0195313,14.38015069,66.29959961,3.945650806,0
7.157873415,193.9564957,21749.08651,7.082726961,334.5616854,427.6409567,14.374444,67.12822535,3.959646868,0
7.137497164,196.947738,22561.74884,7.047037579,329.7121623,425.5761723,14.25828314,66.755571,3.978586405,1
7.045039224,195.9197798,22593.28344,7.188585367,332.6436112,430.1620848,14.2626844,66.13507738,3.970854236,1
6.989786911,196.3651703,21255.45094,7.099515216,330.547905,437.604209,14.26238281,65.8008389,3.948635612,0
7.255941675,196.8204079,22613.08062,7.187646811,331.4766212,424.9627918,14.0577941,66.46926012,4.006434495,1
10.39194239,262.7417703,39116.68271,3.205786283,285.7284196,473.3139688,13.30068825,65.31881601,5.77171476,0
7.085352155,195.2928528,22081.42729,7.148437218,331.7355419,425.9349854,14.37802435,66.10478766,3.970243274,1
7.092638065,195.1056464,21726.20679,7.05879894,333.754783,430.585915,14.13682927,65.92259746,3.937258585,0
6.124847329,151.6913578,15092.01764,6.610787895,382.3189607,388.1375309,16.62195941,69.167847,4.211967654,0
7.421997644,220.3853144,15772.65317,9.157615312,319.9129388,463.2969139,16.98166011,80.26935417,3.603609581,0
7.042428372,196.9205127,22360.96849,7.318472062,331.1576099,422.1636502,14.30181767,67.03371262,4.035564831,1
7.076648134,196.067146,21804.65371,7.060005345,330.764044,422.108263,14.06084591,68.00825452,3.949105942,1
7.044188248,194.4399918,21740.14432,7.055502854,331.7038671,429.2419158,14.2515766,65.06912808,3.972770618,0
5.694475546,193.4321303,18742.92522,6.556668445,327.0023706,448.7541508,13.623308,56.32649662,4.107467119,0
6.492627157,213.0653848,34314.08709,9.041146085,335.2919259,313.254743,11.13531183,70.82910987,3.378778493,0
7.128258362,194.3859822,21947.61224,7.143701803,333.7799484,429.059744,14.27862548,66.05160386,4.024785332,0
7.159550548,194.6580613,21620.4382,7.069461222,337.9631823,429.2567981,14.38690912,65.67554877,3.982573755,0
7.126138955,196.260611,21804.53825,7.15596033,332.3165295,429.3168261,14.23798962,67.68738722,4.060378394,1
7.1867785,195.037463,22336.23334,7.191819657,327.0251405,425.5512145,14.33358149,67.66584639,3.975146532,1
7.130626154,196.8980317,22194.81004,6.974486986,335.9438152,425.1066295,14.55917875,66.1873039,3.914221858,0
7.121340355,198.9384222,21839.82005,6.932814905,333.1368346,432.0544951,14.1968203,65.88015668,3.867419792,0
7.312109304,199.8129989,14540.73508,8.827413554,276.1182819,486.9837343,17.27165578,70.13560786,5.123871935,0
7.080455312,196.9253434,22082.18253,7.372560219,333.5211859,426.7386125,14.35965957,67.42672599,4.019997213,1
7.018040051,200.2340223,22170.10015,7.170452277,331.3338847,419.5615017,14.33044739,66.56654996,3.939411877,1
7.162503693,195.8426121,22298.32226,7.219309373,337.6985472,421.134704,14.59396633,67.04427182,3.956940334,1
8.990317234,195.8090284,23728.29401,7.50830529,348.7146126,551.5403898,15.25439184,75.90786933,4.494544339,0
7.097040801,195.1389488,22130.11495,7.034748976,333.7645333,428.2688402,14.7768765,66.06454638,3.935595156,0
7.079240794,197.4169836,21947.57971,7.086417065,334.1085168,428.6992773,14.51710677,66.79480755,3.979687241,0
7.207264748,196.6033637,22897.33907,7.269148773,332.8545928,428.5776488,14.41928561,66.21574847,3.913720975,1
7.126148179,196.3723751,22142.87594,7.27507724,331.1963243,421.9782401,14.32090218,67.30303044,3.869927081,1
5.090035332,174.2663575,34094.05718,6.741909445,376.6636079,526.3610816,17.10756313,48.5462575,4.83886228,0
7.086843323,197.0736025,21459.86894,7.121164732,334.6903832,430.0892355,14.31774277,66.50305686,3.908217711,0
7.003930179,194.4914907,21994.70921,7.100470747,331.7428893,421.8470859,14.53801416,67.81508928,3.913368422,1
7.01244967,194.8765196,22880.93264,7.056559069,335.9491711,422.945017,14.36546609,65.96473964,3.966189926,1
6.957433638,214.380139,15007.42153,6.997160011,328.81876,468.5550615,17.40726104,104.207104,4.89205044,1
8.082148076,185.9324194,28407.66103,7.605420788,381.7618836,402.6580222,12.83064631,86.97972392,3.373484514,1
7.112371491,192.3228366,21641.57231,6.922014934,334.4322555,427.3642112,14.34749381,66.08971193,3.895332182,0
7.146976296,196.5626846,16911.20377,6.89050548,320.1008753,520.1113582,12.85423898,66.81417649,4.025762216,1
7.082216244,194.6695259,22220.11697,7.104039817,337.2981096,424.8443818,14.31449018,66.63255116,3.950654994,1
7.123038095,198.5158975,21747.42349,7.204350581,332.4766327,426.422633,14.07537481,64.8198455,3.957534984,1
7.12583914,195.8401725,21383.1721,7.051491799,330.8260359,426.9316632,14.38750289,66.09589508,3.975902377,0
7.02282708,197.5681174,21842.83409,7.100447231,332.9051068,423.0222503,14.38702128,66.56014616,3.930365968,0
7.028197895,196.4827476,21500.12131,7.093842592,334.332367,425.5777038,14.60279549,67.74999901,3.931444544,0
7.150892826,197.8479937,23488.6103,7.211144237,329.4741485,426.3598787,14.4392152,66.72095548,4.038898989,1
7.154246953,194.8894359,22611.6742,7.031580191,334.125261,425.0996385,14.28526277,68.03531756,3.978540641,1
8.291299006,211.2170343,20008.13496,8.767875035,275.7673211,475.9091299,12.6146689,66.61298363,3.424701921,1
7.130525864,197.5022297,22442.13987,7.047745725,326.9165139,421.9100394,13.98002826,66.64609706,4.024122772,1
6.26011129,211.5941125,18577.62397,7.154890694,340.792574,357.0983955,7.992209971,82.36537826,5.403614892,1
7.140665183,199.4205642,22607.76423,7.107611503,336.1064933,432.1562977,14.21036078,66.88088488,3.956401845,0
7.1075994,194.3557602,22519.05641,7.2190603,334.1059795,420.8919501,14.43553619,67.87073244,3.919816908,1
7.287621811,197.1092774,22105.44815,7.035706417,332.6920248,412.9748933,14.65197588,66.81767934,3.98800505,1
7.059838918,191.5810606,23372.25304,7.084852173,335.5938889,424.6818421,14.48015018,65.50297123,3.952305723,1
5.76255225,184.8474873,22159.01807,6.302263825,347.7751538,449.4353759,12.95054458,65.83974179,2.906589212,0
7.059942224,196.8866932,21587.68682,7.076462191,333.5859733,424.8168124,14.62337979,66.5419884,3.924551894,0
7.157525764,194.4313903,21645.25264,7.376640131,334.681044,430.0199075,14.5556343,67.20177114,3.983107332,1
7.141050277,198.3569264,22048.73952,7.165542178,329.0796465,423.7638625,14.42226732,66.5244667,3.956284369,1
7.059125524,196.4361712,22573.77409,7.202001864,331.3992372,425.1462265,14.27243969,66.82334592,3.978204022,1
7.1203834,196.0585796,21381.05284,7.00515468,331.7210346,427.3117921,14.36516655,65.65474527,3.922282956,0
7.167156013,194.6355302,22192.7172,7.222027437,335.1641192,427.5213193,14.19342075,66.1508299,3.949225119,1
7.133323053,198.9953331,21489.80473,7.133783236,333.792809,425.1045995,14.55264604,65.61716545,3.933113308,0
7.066477637,195.956435,22186.75154,7.07480092,331.9852069,418.1262558,13.95524935,66.16530409,3.953947415,1
6.848329601,195.4514824,15908.64209,6.241348598,319.2647222,404.2048592,18.93733758,75.3927951,3.732202018,1
5.15348864,107.3419819,19115.72186,9.296114014,333.0619394,457.8915325,17.44565606,77.598804,3.749920565,1
6.940442033,197.0236786,21431.89014,7.042166427,334.1866786,435.645202,14.41963958,66.51510579,3.977382243,0
7.19819864,198.0526782,22904.71814,7.362764161,331.6783538,424.9143297,14.28956961,67.17341044,3.956201205,1
7.091978992,198.0898658,21141.11627,7.321883137,331.5439977,433.8741238,14.49347185,65.30063292,4.000399167,0
7.124044964,196.911627,21936.59824,7.284084151,329.3877001,425.4626072,14.10867085,68.20929116,3.990083415,1
7.183095932,200.368159,13501.67797,7.982096708,358.3318489,617.5409065,11.17654813,71.5368343,3.806539439,0
7.129342954,194.1736904,22225.26068,7.188450557,331.107944,431.5537232,14.30981659,66.13654881,4.034464935,1
7.025738987,195.1716484,22004.67519,7.224195455,329.474447,417.4623564,14.21246009,66.0010695,3.976984908,1
7.01524219,195.2285616,21317.38309,7.26638986,330.8369454,425.6596408,14.52980903,68.03810521,3.958042564,0
7.008345629,197.9971874,21622.42718,7.10171452,332.3358189,431.5400889,14.40595301,65.37498795,3.917697154,0
7.091819768,192.2604465,21681.87035,7.022714446,335.7644202,430.3976022,14.19376788,67.45592654,3.931578933,0
6.336342762,214.0719823,14619.62726,6.584414155,315.9967929,370.7956045,12.21941068,83.66887899,3.78880332,0
7.095553872,199.4669355,22150.91172,7.19881341,329.3190309,414.285493,14.26496137,66.79716353,4.012583178,1
7.191139327,195.8428267,21007.75319,6.823557221,331.2411329,436.4586634,14.54062694,64.52573564,3.947542518,0
7.236318687,197.9119983,20977.63227,7.129425661,331.1362918,426.6009022,14.56921597,66.7834869,3.94192989,0
7.227907249,198.0176632,21380.35704,7.081629907,337.2747652,424.9045364,14.15729786,65.30217018,3.96611822,0
6.77105029,194.6351221,15719.49361,6.746343805,339.0015749,441.7303914,22.89101081,75.47282539,3.244866832,0
7.054834064,191.2652992,22780.31466,7.238392715,330.2395784,419.5657631,14.28730206,65.74070049,3.990517525,1
7.109846654,194.5716413,22746.36533,7.121534079,333.2476821,424.1839763,14.28127009,68.36306847,3.934642748,1
7.092395717,193.5718559,21582.70813,7.141580636,334.7734165,427.6305706,14.2502581,66.08387359,4.025547995,1
7.06150236,194.9670213,22214.36485,7.066803249,332.6489546,420.8592782,14.48046491,65.39002327,4.026370368,0
8.238996597,199.5945387,25046.79864,9.288019857,350.835986,328.3633983,18.74323079,54.41696499,3.089923749,1
7.151147374,195.4617066,20470.49232,7.03942113,336.2118991,423.6067981,14.48733039,67.73743065,3.996574543,0
7.058815693,196.9866663,23406.56566,7.181123375,332.0930169,425.1129337,14.15763929,68.0876915,3.932759266,1
7.183422964,193.2743588,21858.29082,7.239243674,334.8006333,429.7967335,14.35524015,65.80812614,4.057886325,1
8.189363356,229.6084993,13197.56681,6.007956224,334.0542887,605.4657471,14.86137709,103.3228547,3.688298056,0
7.208043393,196.5197739,22271.38787,6.879028418,329.9582737,424.3893201,14.20455994,67.05002176,3.963994202,0
7.009658249,195.676791,21561.31501,7.127217405,334.2378984,423.8801109,14.35308486,65.78030365,3.936827096,0
7.304274494,196.3773934,21219.18489,7.013935658,332.2000921,431.939103,14.54079347,66.82323585,3.923002513,0
6.951781642,197.6021744,21704.06923,7.256540036,332.7298689,421.3400998,14.29558511,66.94561212,3.956087563,1
7.617014109,214.4043627,29818.09504,6.508853439,298.3518502,494.9455371,13.31022369,70.04800689,3.800552599,1
